,date,price
1735,2021-05-02,135.4860058309038
1736,2021-05-03,136.83975481611208
1737,2021-05-04,137.4978896103896
1738,2021-05-05,137.28138041733547
1739,2021-05-06,136.63649193548386
1740,2021-05-07,136.51341463414633
1741,2021-05-08,132.5102564102564
1742,2021-05-09,133.39375
1743,2021-05-10,137.56465863453815
1744,2021-05-11,137.5006993006993
1745,2021-05-12,138.43760932944605
1746,2021-05-13,138.73130193905817
1747,2021-05-14,141.98393574297188
1748,2021-05-15,136.76239316239318
1749,2021-05-16,136.36503496503497
1750,2021-05-17,143.55703125
1751,2021-05-18,148.15606060606063
1752,2021-05-19,148.923417721519
1753,2021-05-20,152.65037037037038
1754,2021-05-21,154.41276150627615
1755,2021-05-22,148.184520123839
1756,2021-05-23,146.51583333333335
1757,2021-05-24,153.2154135338346
1758,2021-05-25,155.3645259938838
1759,2021-05-26,152.52525423728815
1760,2021-05-27,150.98792756539234
1761,2021-05-28,147.14745762711865
1762,2021-05-29,144.686301369863
1763,2021-05-30,146.90574162679425
1764,2021-05-31,150.3211908931699
1765,2021-06-01,146.18082437275987
1766,2021-06-02,145.41985111662532
1767,2021-06-03,144.71496350364964
1768,2021-06-04,144.56333333333336
1769,2021-06-05,141.4559523809524
1770,2021-06-06,139.85934959349595
1771,2021-06-07,142.8625806451613
1772,2021-06-08,141.61256830601093
1773,2021-06-09,142.546192893401
1774,2021-06-10,142.44249249249248
1775,2021-06-11,141.01010638297873
1776,2021-06-12,137.72098214285714
1777,2021-06-13,136.33136094674558
1778,2021-06-14,136.61239316239315
1779,2021-06-15,137.48816568047337
1780,2021-06-16,138.71188299817183
1781,2021-06-17,140.33173913043478
1782,2021-06-18,140.33233644859814
1783,2021-06-19,138.96136363636364
1784,2021-06-20,139.26708074534162
1785,2021-06-21,144.9713656387665
1786,2021-06-22,143.93667621776504
1787,2021-06-23,143.79413489736072
1788,2021-06-24,146.06317365269462
1789,2021-06-25,148.87928388746803
1790,2021-06-26,147.51123595505618
1791,2021-06-27,148.93186813186816
1792,2021-06-28,152.14303534303534
1793,2021-06-29,151.509670781893
1794,2021-06-30,151.95432595573442
1795,2021-07-01,154.0217616580311
1796,2021-07-02,152.0987714987715
1797,2021-07-03,154.3691011235955
1798,2021-07-04,153.3967741935484
1799,2021-07-05,155.29142091152815
1800,2021-07-06,157.5556043956044
1801,2021-07-07,157.28199999999998
1802,2021-07-08,154.78601398601398
1803,2021-07-09,153.94424242424245
1804,2021-07-10,153.4498305084746
1805,2021-07-11,152.84814814814817
1806,2021-07-12,153.07
1807,2021-07-13,152.58457831325302
1808,2021-07-14,151.04274509803923
1809,2021-07-15,151.68757763975157
1810,2021-07-16,150.90988700564972
1811,2021-07-17,150.77512953367878
1812,2021-07-18,147.06489361702128
1813,2021-07-19,150.07773851590105
1814,2021-07-20,149.75730659025788
1815,2021-07-21,148.84858044164037
1816,2021-07-22,148.92616822429906
1817,2021-07-23,147.85572139303483
1818,2021-07-24,147.95714285714286
1819,2021-07-25,152.1683870967742
1820,2021-07-26,148.32222222222222
1821,2021-07-27,147.93231707317074
1822,2021-07-28,144.30522388059703
1823,2021-07-29,147.76137184115524
1824,2021-07-30,147.9202572347267
1825,2021-07-31,145.4031914893617
1826,2021-08-01,143.78688524590163
1827,2021-08-02,144.91759656652363
1828,2021-08-03,146.7440251572327
1829,2021-08-04,147.94795539033458
1830,2021-08-05,145.97845303867405
1831,2021-08-06,149.25238095238095
1832,2021-08-07,149.29947916666666
1833,2021-08-08,146.57962264150942
1834,2021-08-09,148.06626506024097
1835,2021-08-10,146.17818696883853
1836,2021-08-11,146.1364705882353
1837,2021-08-12,147.2502487562189
1838,2021-08-13,154.4030612244898
1839,2021-08-14,151.6483606557377
1840,2021-08-15,154.7745283018868
1841,2021-08-16,158.7941176470588
1842,2021-08-17,156.93463414634147
1843,2021-08-18,155.78206896551725
1844,2021-08-19,154.8608040201005
1845,2021-08-20,158.8271186440678
1846,2021-08-21,159.58630952380952
1847,2021-08-22,160.05714285714288
1848,2021-08-23,159.78107142857144
1849,2021-08-24,158.9468181818182
1850,2021-08-25,157.40492227979274
1851,2021-08-26,157.84953560371517
